observation_type,domain,dataset_instance,var_name,var_label,var_def,pct_public,keep_previous,keep
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAGLOBNT,Global Physical Activity (Untruncated),Continuous variable for global physical activity expressed as the number of minutes per week WITHOUT truncation for implausible values. This is computed as the sum of minutes/week of walking (leisure or transport or undifferentiated) and moderate activity and twice the minutes/week of vigorous activity (leisure or work or undifferentiated). Twice the minutes of vigorous activity is used because WHO recommends at least 150 minutes of moderate and 75 minutes of vigorous physical activity or an equivalent combination of moderate and vigorous intensity activity.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPALEIS,Leisure Physical Activity (Truncated),"Continuous variable for moderate and vigorous leisure physical activity (carried out solely for leisure time (recreation, sport, exercise or leisure activities)) expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of walking and moderate physical activity for leisure and twice the minutes/week of vigorous activity for leisure. Twice the minutes of vigorous activity is used because WHO recommends at least 150 minutes of moderate and 75 minutes of vigorous physical activity or an equivalent combination of moderate and vigorous intensity activity.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPALEISCAT,Leisure Physical Activity: Meeting Recommendations,"Categorical variable for leisure physical activity (carried out solely for leisure time (recreation, sport, exercise or leisure activities)). A cutoff point of 150 minutes per week was used to classify adults as active versus inactive, in accordance with the recommendations from WHO 2018 definition of active as at least 150 minutes of moderate-intensity physical activity throughout the week, or at least 75 minutes of vigorous-intensity physical activity throughout the week, or an equivalent combination of moderate- and vigorous-intensity activity.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPALEISNT,Leisure Physical Activity (Untruncated),"Continuous variable for moderate and vigorous leisure physical activity (carried out solely for leisure time (recreation, sport, exercise or leisure activities) expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of walking and moderate physical activity for leisure and twice the minutes/week of vigorous activity for leisure. Twice the minutes of vigorous activity is used because WHO recommends at least 150 minutes of moderate and 75 minutes of vigorous physical activity or an equivalent combination of moderate and vigorous intensity activity.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAMLEI,Moderate Leisure Physical Activity (Truncated),"Continuous variable for moderate physical activities carried out solely for leisure time (recreation, sport, exercise or leisure activities) expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAMLEINT,Moderate Leisure Physical Activity (Untruncated),"Continuous variable for moderate physical activities carried out solely for leisure time (recreation, sport, exercise or leisure activities) expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAMOD,Moderate Physical Activity (Truncated),"Continuous variable for moderate physical activity expressed as the number of minutes per week WITH truncation for implausible values. Moderate physical activity, including WORK, HOUSEHOLD, TRASNPORT, LEISURE (summing leisure and work-related when asked separately) or total (when not differentiated), This is the moderate physical activity component from the global physical activity measure.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAMODNT,Moderate Physical Activity (Untruncated),"Continuous variable for moderate physical activity expressed as the number of minutes per week WITHOUT truncation for implausible values. Moderate physical activity, including WORK, HOUSEHOLD, TRASNPORT, LEISURE (summing leisure and work-related when asked separately) or total (when not differentiated), This is the moderate physical activity component from the global physical activity measure.",0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAP3YRS,Pap Test (Last 3 Years),"Defined as having received a pap test in the past three years. Only available amongst females. Three years was chosen due to most countries, except Peru, having country guidelines that women should be tested every 3 years. The Pap test (or smear) is a screening test used to detect changes in the cells of the cervix that might become cervical cancer, through the examination of cervical cells under microscopy. This intervention is extensively available in low-complex health care services, easily to perform by health practitioners, and targeted to all women within a certain age. Thus, measures on coverage of PAP smear tests are frequently used as an indicator of accessibility to preventive resources within women’s population.",0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAPEVER,Ever Had Pap Test,"Ever received a pap test at any time in the woman's life. Only available amongst females. The Pap test (or smear) is a screening test used to detect changes in the cells of the cervix that might become cervical cancer, through the examination of cervical cells under microscopy. This intervention is extensively available in low-complex health care services, easily to perform by health practitioners, and targeted to all women within a certain age. Thus, measures on coverage of PAP smear tests are frequently used as an indicator of accessibility to preventive resources within women’s population.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPATRAN,Transportation Physical Activity (Truncated),Continuous variable for physical activity from cycling and walking undertaken to go from place to place (transportation) expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of bicycling and walking for transportation.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPATRANCAT,Transportation Physical Activity: Meeting Recommendations,"Categorical variable for physical activity from cycling and walking undertaken to go from place to place (transportation). A cutoff point of 150 minutes per week was used to classify subjects as active versus inactive, in accordance with the recommendations from WHO, 2018 of active as ≥150 minutes/week.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPATRANNT,Transportation Physical Activity (Untruncated),Continuous variable for physical activity from cycling and walking undertaken to go from place to place (transportation) expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of bicycling and walking for transportation.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAVIG,Vigorous Physical Activity (Truncated),"Continuous variable for vigorous physical activity expressed as the number of minutes per week WITH truncation for implausible values. Vigorous physical activity, including WORK, HOUSEHOLD, TRASNPORT, LEISURE (summing leisure and work-related when asked separately) or total (when not differentiated), This is the vigorous physical activity component from the global physical activity measure.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAVIGNT,Vigorous Physical Activity (Untruncated),"Continuous variable for vigorous physical activity expressed as the number of minutes per week WITHOUT truncation for implausible values. Vigorous physical activity, including WORK, HOUSEHOLD, TRASNPORT, LEISURE (summing leisure and work-related when asked separately) or total (when not differentiated), This is the vigorous physical activity component from the global physical activity measure.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAVLEI,Vigorous Leisure Physical Activity (Truncated),"Continuous variable for vigorous physical activity carried out solely for leisure time (recreation, sport, exercise or leisure activities) expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAVLEINT,Vigorous Leisure Physical Activity (Untruncated),"Continuous variable for vigorous physical activity carried out solely for leisure time (recreation, sport, exercise or leisure activities) expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWALK,Walking Physical Activity (Truncated),Continuous variable for global walking (walking for leisure and/or walking for transportation) expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of walking for leisure and walking for transportation.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWALKCAT,Walking Physical Activity: Meeting Recommendations,"Categorical variable for global walking (walking for leisure and/or walking for transportation). A cutoff point of 150 minutes per week was used to classify subjects as active or inactive, in accordance with the recommendations from WHO of active as ≥150 minutes/week.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWALKNT,Walking Physical Activity (Untruncated),Continuous variable for global walking (walking for leisure and/or walking for transportation) expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines). This is computed as the sum of minutes/week of walking for leisure and walking for transportation.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWLEI,Leisure Walking (Truncated),Continuous variable for leisure walking expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWLEINT,Leisure Walking (Untruncated),Continuous variable for leisure walking expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWTRN,Transportation Walking (Truncated),Continuous variable for walking for transportation expressed as the number of minutes per week WITH truncation for implausible values (per IPAQ scoring protocol guidelines).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPAWTRNNT,Transportation Walking (Untruncated),Continuous variable for walking for transportation expressed as the number of minutes per week WITHOUT truncation for implausible values (per IPAQ scoring protocol guidelines).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9,PHQ-9 Depression Score,"Patient Health Questionnaire (PHQ-9) Score, calculated as the sum of the response options for the nine questions comprising the PHQ-9 questionnaire.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9A,PHQ-9: Little Interest,Little interest or pleasure in doing things. From Patient Health Questionnaire (PHQ-9).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9B,PHQ-9: Feeling Down,"Feeling down, depressed, or hopeless. From Patient Health Questionnaire (PHQ-9).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9C,PHQ-9: Sleep Issues,"Trouble falling or staying asleep, or sleeping too much. From Patient Health Questionnaire (PHQ-9).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9D,PHQ-9: Fatigue,Feeling tired or having little energy. From Patient Health Questionnaire (PHQ-9).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9DEP,PHQ-9 Major Depression,Patient Health Questionnaire (PHQ-9) major depression indicator.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9E,PHQ-9: Appetite Changes,Poor appetite or overeating. From Patient Health Questionnaire (PHQ-9).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9F,PHQ-9: Feeling Bad About Self,Feeling bad about yourself or that you are a failure or have let your-self or your family down From Patient Health Questionnaire (PHQ-9)..,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9G,PHQ-9: Concentration Trouble,"Trouble concentrating on things, such as reading the newspaper or watching television. From Patient Health Questionnaire (PHQ-9).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9H,PHQ-9: Slow/Restless Movement,Moving or speaking so slowly that other people could have noticed. Or the opposite – being so figety or restless that you have been moving around a lot more than usual. From Patient Health Questionnaire (PHQ-9).,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9I,PHQ-9: Self-Harm Thoughts,"Thoughts that you would be better off dead, or of hurting yourself. From Patient Health Questionnaire (PHQ-9).",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPHQ9SEV,PHQ-9 Depression Severity Categories,Patient Health Questionnaire (PHQ-9) Depression severity. This categorizes the PHQ-9 score into depression severity as determined by the PHQ-9 algo-rithm instructions.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYPUSHED,Pushed or Shaken (12 months),Somebody pushed or shaken you in past 12 months.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRACE,Race (Harmonized),Race harmonized across countries,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRACEBR,Race (Brazil Specific),Race specific to Brazil.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRACECO,Race (Colombia ENSIN),Race specific to Colombia ENSIN survey.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRACENI,Race (Nicaragua Specific),Race specific to Nicaragua.,0,0,
record-level,Demographics,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRACEPE,Race (Peru Specific),Race specific to Peru.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYRAPE,Sexual Assault (12 months),Somebody raped or sexually assaulted you in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSBP,Systolic Blood Pressure,Systolic blood pressure. This is the average of all available systolic blood pressure measurements.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSBPN,Systolic BP Measures Count,Number of systolic blood presure measures average for systolic blood pressure (SBP).,0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSEWANY,Sewage System (Any Type),"Sewage system of any type. Survey participants are classified as having sewage connection if they responded they have connection to a municipal sewage system, privately owned sewage system or a septic tank located on or near the property.",0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSEWNET,Sewage Network Connection,Sewage network. Survey participants are classified as having sewage network connection if they responded they have any public/private sewage network connection.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSMKCUR,Current Smoking Status,"Current smokers are smokers of cigarettes or tobacco products. If a tobacco use question is available, then it is used to create this variable (this follows WHO definitions). If it is absent but a cigarette use question is available, the cigarette use question is used.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSMKHX,Lifetime Smoking History,"Lifetime smoking history. Respondents are classified as never, former or current tobacco/cigarette user.  If a tobacco use question is available, then it is used to create this variable (this follows WHO definitions). If it is absent but a cigarette use question is available, the cigarette use question is used.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSRDEP1,Self-reported Depression V1,"Self-reported depressive feelings version 1 is defined using a survey questions which directly ask the respondent “in relation to depression/anxiety today, what best describes how you feel?” From the EuroQol5D (EQ-5D) scale.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSRDEP2,Self-reported Depression V2,"Self-reported depressive feelings version 2 is defined using survey questions which directly ask the respondent “do you feel depressed” or “how often do you feel depressed” or approximate equivalent. Question from PHQ9 (Brazil, Peru), CIDI-SF (Chile), or CES-D SF (Mexico) where available.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBDYWK1,SSB Consumption Days V1,"Number of days per week sugar sweetened beverages (SSB) are consumed. For surveys where more than one question related to SSB intake are available, this variable is the number of days per week that the SSB of highest intake is consumed (this variable will be created selecting the SSB of highest intake in each individual). In these cases, this variable can be interpreted as a proxy of the most frequent number of days of SSB consumption. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBDYWK2,SSB Consumption Days V2,"Number of days per week sugar sweetened beverages (SSB) are consumed. This version is available for surveys where more than one question related to SSB intake is asked. This variable was created summing the questions together. NOTE: this version is NOT capped. There may be values greater than 7 days. In these cases, this variable can overestimate the number of days for consumption of SSB because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 2.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBDYWK3,SSB Consumption Days V3,"Number of days per week sugar sweetened beverages are consumed. This variable was created summing the questions together and capped at 7 days.
This version is available for surveys where two or more questions related to SSB intake were asked. This variable was created by using the created variable SSB Version 2 and capping at 7 days. In these cases, this variable can overestimate the number of days for consumption of SSB because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 3.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBSVDY1,SSB Servings Per Day V1,"Average number of sugar-sweetened beverages (SSB) per day that an individual consumes in a typical week, using in the formula: [Days per week*Servings per day]/7. For surveys where two or more questions related to SSB intake were assessed the average number of servings of SSB per day is calculated using the formula above for each SSB separately and the maximum is used for this version. This will be referred to as Version 1. For Chile ENS (2017), this version excludes outlier values greater than 36 servings per day.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBSVDY1A,SSB Servings Per Day V1 (No Outliers),"Average number of sugar-sweetened beverages per day that an individual consumes in a typical week WITH OUTLIERS INCLUDED, using in the formula: [Days per week*Servings per day]/7. For Chile ENS (2017), this version includes outlier values greater than 36 servings per day.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBSVDY2,SSB Servings Per Day V2,Average number of servings of sugar-sweetened beverages (SSB) per day that an individual consumes in a typical week considering all SSB together where SSB consumption is assessed with more than one question. This version is available for surveys where two or more questions related to SSB intake are assessed. This variable was created using the formula above for each SSB separately and summing all SSB together. This will be referred to as Version 2.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSSBTYPE,SSB Type Usually Consumed,"Indicator of whether sugar-sweetened beverage usually consumed is diet (or similar – light/zero), regular, both, or none.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSTRANGLE,Strangled or Burned (12 months),Somebody tried to strangle or burn you in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSWEETAD1,Sweet Food Intake Category V1,"Categorization of daily sweet food consumption (≥ 1 day per week), using variable number of days sweet food is consumed Version 1. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSWEETAD2,Sweet Food Intake Category V2,"Categorization of daily sweet food consumption (≥ 1 day per week), using variable number of days sweet food is consumed Version 2. This will be referred to as Version 2.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSWTDYWK1,Sweet Food Consumption Days V1,"Number of days per week sweet food are consumed. For surveys that have the Food Frequency Questionnaire (Mexico), this variable is the number of days per week that the sweet food of highest intake is consumed (this variable will be created selecting the sweet food of highest intake in each individual and using the answer “number of days per week” of this specific sweet food as a proxy of individual sweet food intake). In these cases, this variable can be interpreted as a proxy of the most frequent number of days of sweet food consumption. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSWTDYWK2,Sweet Food Consumption Days V2,"Number of days per week that sweet food is consumed as the sum of the number of days for all sweet foods where sweet food consumption is assessed with more than one question. This variable was created by summing the number of days for each sweet food on the FFQ questions together. NOTE: this version is NOT capped. There may be values greater than 7 days. In these cases, this variable can overestimate the number of days for consumption of sweet foods because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 2.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYSWTDYWK3,Sweet Food Consumption Days V3,"Number of days per week that sweet food is consumed as the sum of the number of days for all sweet foods where sweet food consumption is assessed with more than one question, capped at 7 days. This version is available for surveys that have the Food Frequency Questionnaire. This variable was created by using the created number of days per week that sweet food is consumed version 2 and capping at 7 days. In these cases, this variable can overestimate the number of days for consumption of sweet foods because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 3.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYTHREATWEAPON,Weapon Threat (12 months),"Somebody threatened you with knife, firearm, or other weapon in past 12 months.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYTOBCUR1,Current Tobacco Use (100+ in Lifetime),"Current smoking of >100 tobacco products defines current smoked tobacco use when the number of cigarettes, cigars, or pipe tobacco ever smoked is 100 or more units.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYTOBCUR2,Current Tobacco Use (Any Amount),"Current smoking of any amount of tobacco products defines current smoked tobacco use when the number of cigarettes, cigars, or pipe tobacco ever smoked is any amount.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYTOBHX1,Lifetime Tobacco Use (100+ in Lifetime),"Lifetime smoked tobacco use (100+ any smoked tobacco). Respondents are classified as never, former or current smokers of at least 100 or more cigarettes/cigars/pipes. A respondent is classified as a never smoker if they report not having smoked 100 cigarettes/cigars/pipes in their lifetime. Former smokers are those who have smoked at least 100 cigarettes/cigars/pipes in their lifetime, but do not currently smoke. Those who have smoked at least 100 cigarettes/cigars/pipes and who current smoke are considered current smokers.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYTOBHX2,Lifetime Tobacco Use (Any Amount),"Lifetime smoked tobacco use (any amount). Respondents are classified as never, former or current smokers (the number of tobacco prod-ucts smoked is not used). Smoking status is classified as never smokers, former smokers, and current smokers. A survey participant is classified as never smoker if they report never smoking any tobacco. Those who have smoked any tobacco before, but do not currently smoke are con-sidered former smokers. Current smokers are those who have reported smoking any tobacco in their lifetime and are current tobacco smokers.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGDYWK1,Vegetable Consumption Days V1,"Number of days per week that vegetables are consumed. For surveys that have the Food Frequency Questionnaire (Mexico) and where the food screeners ask about cooked versus raw vegetables as separate questions (Brazil, Colombia), this variable is the number of days per week that the vegetable of highest intake is consumed (this variable will be created selecting the vegetable of highest intake in each individual and using the answer “number of days per week” of this specific vegetable as a proxy of individual vegetable intake). In these cases, this variable can be interpreted as a proxy of the most frequent number of days of vegetable consumption. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGDYWK2,Vegetable Consumption Days V2,"Number of days per week that vegetables are consumed as the sum of the number of days for all vegetables where vegetable consumption is assessed with more than one question. This variable was created by summing the number of days for each vegetable on the Food Frequency Questionnaire questions together or summing the cooked and raw vegetables together. NOTE: this version is NOT capped. There may be values greater than 7 days. In these cases, this variable can overestimate the number of days for consumption of vegetables because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 2",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGDYWK3,Vegetable Consumption Days V3,"Number of days per week that vegetables are consumed as the sum of the number of days for all vegetables where vegetable consumption is assessed with more than one question, capped at 7 days. This variable can overestimate the number of days for consumption of vegetables because it is not possible to guarantee that each day in the summing is a different day of the week. This will be referred to as Version 3.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGSVDY1,Vegetable Servings Per Day V1,"Average number of servings of vegetables per day that an individual consumes in a typical week, using in the formula:[Days per week*Servings per day]/7. For surveys that have the Food Frequency Questionnaire (Mexico) and for surveys that ask about cooked versus raw vegetables as separate questions (Brazil, Colombia), the average number of servings of vegetables per day is calculated using the formula above for each vegetable separately and the maximum is used for this version. For Chile ENS (2010), this version excludes outlier values greater than 35 servings per day. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGSVDY1A,Vegetable Servings Per Day V1 (No Outliers),"Average number of servings of vegetables per day that an individual consumes in a typical week, using in the formula:[Days per week*Servings per day]/7. For Chile ENS (2010), this version includes outlier values greater than 35 servings per day. This will be referred to as Version 1.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVEGSVDY2,Vegetable Servings Per Day V2,"Average number of servings of vegetables per day that an individual consumes in a typical week considering all vegetables together where vegetable consumption is assessed with more than one question. This version is available for surveys that have the Food Frequency Questionnaire and surveys where the food screeners ask about cooked versus raw vegetables as separate questions (Brazil, Colombia). This variable was created using the formula above for each vegetable separately and summing all vegetables together. This will be referred to as Version 2.",0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVHOWKNOWN,Violence Method (Known Person),How threatened/injured for most serious violence suffered from a known person in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVHOWUNK,Violence Method (Unknown Person),How threatened/injured for most serious violence suffered from an unknown person in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVIOLENCE,Victim of Violence (12 months),Experienced any type of violence or aggression in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVIOLKNOWN,Violence from Known Person (12 months),Experience any violence or aggression from a known person in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVIOLN,Violence Victimization Frequency,Number of times the respondent experienced a violent event in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVIOLUNK,Violence from Unknown Person (12 months),Experience any violence or aggression from an unknown person in past 12 months.,0,0,
record-level,Health Risk Factors,HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYVOFTENKNOWN,Violence Frequency (Known Person),How often experienced violence from a known person in past 12 months.,0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWALLDUR1,Wall Durability (IPUMS Definition),"Survey participants are classified as having durable walls if they responded that their exterior walls are mostly composed of durable materials as defined by IPUMS. IPUMS defined durable walls as masonry, stone, cement, adobe, metal, glass, and other fabricated materials (sometimes mixed with wood).",0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWALLDUR2,Masonry Walls,"Survey participants are classified as having masonry walls if they responded that their exterior walls are mostly composed of brick, stone, concrete, cement and/or similar materials.",0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWALLDUR3,Wall Durability (Country Definition),Survey participants are classified as having durable walls if they responded that their exterior walls are mostly composed of durable materials as defined by countries.,0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWATIN,Piped Water Inside Dwelling,Survey participants are classified as having piped water access inside the dwelling in the household if they responded they have access to piped water inside the dwelling.,0,0,
record-level,"Social, Economic, and Services Environment",HealthSurvey_ADULT_v1.0,HealthSurveyAdult_SVYWATNET,Piped Water from Public Network,Piped water from a public network. Survey participants are classified as having piped water from a public network if the responded they have water from a municipal public or private water network.,0,0,
